ID_VENTE;CD_PRODUIT;DT_VENTE;ID_CLIENT;QTE_VENTE;PRIX_ACHAT;PRIX_VENTE;;;;
IT-2014-EH14005120-41992;OFF-ST-6246;05/12/2023;EH-14005120;9,00;42.624;53.28;;;;
CA-2015-AG10495140-42291;OFF-LA-3208;11/03/2020;AG-104951406;5,00;8.28;10.35;;;;
IT-2014-KC1667548-41882;FUR-CH-4704;02/06/2021;KC-1667548;9,00;88.48;110.6;;;;
US-2015-PO1885055-42164;TEC-AC-5226;30/06/2024;PO-1885055;2,00;118.2816;147.852;;;;
MX-2014-RF1984031-41747;TEC-CO-5993;20/08/2024;RF-1984031;10,00;54.231424;67.78928;;;;
ES-2015-MG1769591-42335;FUR-BO-4848;01/06/2023;MG-1769591;3,00;305.94024;382.4253;;;;
CG-2015-LL684033-42334;TEC-PH-3127;15/11/2021;LL-684033;1,00;122.2128;152.766;;;;
CA-2015-AG10495140-42291;OFF-PA-3014;15/01/2022;AG-104951406;9,00;4.544;5.68;;;;
IN-2014-CK1259559-41678;TEC-CO-3587;07/03/2020;CK-1259559;8,00;84.3936;105.492;;;;
SF-2015-CC2685117-42238;FUR-TA-3421;04/03/2023;CC-2685117;10,00;147.4128;184.266;;;;
CG-2015-GT475533-42349;FUR-CH-5447;04/09/2023;GT-475533;7,00;33.2352;41.544;;;;
US-2013-PO1918082-41504;TEC-CO-4577;13/11/2020;PO-1918082;7,00;135.391872;169.23984;;;;
ES-2015-LO1717048-42255;TEC-CO-4592;29/11/2020;LO-1717048;6,00;302.712;378.39;;;;
CA-2015-AG49523-42321;OFF-BI-4829;25/01/2023;AG-49523;2,00;2.9664;3.708;;;;
IN-2015-MC1763566-42264;TEC-CO-3602;18/06/2020;MC-1763566;6,00;76.596;95.745;;;;
ID-2015-JG15310130-42133;TEC-PH-5351;25/01/2022;JG-15310130;6,00;33.0696;41.337;;;;
IN-2013-SW20755102-41481;TEC-CO-3687;12/11/2024;SW-20755102;8,00;76.3272;95.409;;;;
MX-2014-PH1879051-41842;TEC-PH-5267;10/04/2021;PH-1879051;7,00;437.0904;546.363;;;;
MX-2013-DE1325551-41370;TEC-AC-4187;28/10/2020;DE-1325551;8,00;83.1456;103.932;;;;
IN-2015-BM1178527-42329;TEC-AC-5137;04/06/2023;BM-1178527;5,00;198.024;247.53;;;;
CA-2015-AG10495140-42291;OFF-PA-5629;29/02/2020;AG-104951406;3,00;5.824;7.28;;;;
ID-2013-KH1669027-41454;FUR-TA-3359;07/10/2023;KH-1669027;7,00;219.17832;273.9729;;;;
SA-2014-RF9345110-41826;TEC-CO-5990;02/04/2021;RF-9345110;6,00;57.8016;72.252;;;;
MX-2012-AJ1094582-41163;TEC-AC-3403;06/03/2022;AJ-1094582;4,00;102.624;128.28;;;;
ES-2013-SC2002045-41499;TEC-PH-3143;17/04/2023;SC-2002045;1,00;33.48;41.85;;;;
IN-2015-DW1358566-42364;TEC-PH-3815;09/09/2022;DW-1358566;6,00;75.376;94.22;;;;
PL-2015-KB6315103-42058;FUR-TA-3759;13/02/2020;KB-6315103;1,00;71.2992;89.124;;;;
IN-2015-ED1388527-42207;FUR-BO-3906;22/01/2024;ED-1388527;4,00;59.0112;73.764;;;;
MX-2014-BP1115582-41699;TEC-CO-3596;30/07/2023;BP-1115582;6,00;101.478208;126.84776;;;;
CM-2013-EM406522-41536;FUR-FU-5730;23/06/2022;EM-406522;8,00;57.872;72.34;;;;
ES-2012-JK156408-41261;FUR-BO-5746;12/09/2023;JK-156408;10,00;109.6704;137.088;;;;
CA-2013-AG10495140-41571;OFF-PA-6558;21/07/2021;AG-104951402;6,00;5.184;6.48;;;;
ES-2013-FO1430548-41621;TEC-MA-5574;24/05/2020;FO-1430548;10,00;181.2132;226.5165;;;;
US-2015-BT115305-42336;TEC-PH-5356;25/02/2024;BT-115305;7,00;204.4512;255.564;;;;
CA-2013-AG10495140-41433;OFF-BI-5636;17/06/2023;AG-104951408;1,00;24.352;30.44;;;;
ES-2014-MG17680120-41867;FUR-BO-5954;13/09/2023;MG-17680120;7,00;35.676;44.595;;;;
IN-2012-ML182657-41114;TEC-CO-4577;29/01/2024;ML-182657;3,00;135.391872;169.23984;;;;
IN-2012-TS2161092-40939;TEC-PH-5267;10/02/2024;TS-2161092;6,00;437.0904;546.363;;;;
SF-2014-RW9540117-41942;FUR-CH-5443;05/08/2020;RW-9540117;8,00;150.2976;187.872;;;;
IN-2014-DL1292592-41817;FUR-BO-5780;25/01/2022;DL-1292592;3,00;78.696;98.37;;;;
MX-2012-JK1609082-41269;FUR-TA-3418;11/03/2021;JK-1609082;1,00;158.7168;198.396;;;;
ES-2012-GT14710120-41198;FUR-BO-3901;04/12/2020;GT-14710120;2,00;144.744;180.93;;;;
ES-2014-JM1565564-41822;FUR-BO-4851;18/11/2023;JM-1565564;9,00;131.76;164.7;;;;
US-2012-LB167355-41172;FUR-BO-5761;05/07/2022;LB-167355;9,00;222.09768;277.6221;;;;
ES-2015-ND18460120-42132;TEC-MA-5008;02/10/2023;ND-18460120;10,00;75.2256;94.032;;;;
ID-2013-PS1904559-41450;TEC-MA-5015;24/09/2022;PS-1904559;7,00;84.7968;105.996;;;;
MX-2012-AD1018018-41136;FUR-CH-4702;13/08/2024;AD-1018018;10,00;38.6928;48.366;;;;
CA-2014-AG10495140-41933;OFF-BI-4297;07/06/2021;AG-104951404;2,00;1.2864;1.608;;;;
IN-2015-PV18985113-42214;FUR-CH-4524;03/10/2021;PV-18985113;1,00;17.28;21.6;;;;
ES-2013-VS2182045-41537;FUR-BO-3902;22/05/2021;VS-2182045;7,00;155.6992;194.624;;;;
ES-2014-CW11905139-41909;OFF-AR-6125;09/02/2022;CW-11905139;5,00;10.6632;13.329;;;;
CA-2013-AG10495140-41433;OFF-LA-6021;05/02/2023;AG-104951408;10,00;3;3.75;;;;
ID-2014-EB1384059-41928;FUR-TA-3436;17/02/2023;EB-1384059;6,00;188.412;235.515;;;;
CA-2013-AG10495140-41571;OFF-PA-6559;16/08/2023;AG-104951402;3,00;5.184;6.48;;;;
ES-2013-CW1190545-41488;TEC-PH-5355;11/12/2021;CW-1190545;3,00;305.928;382.41;;;;
IN-2012-CC126707-41203;OFF-ST-4079;23/04/2020;CC-126707;10,00;47.6136;59.517;;;;
IN-2014-KC165407-41921;TEC-CO-3608;03/03/2024;KC-165407;4,00;161.8344;202.293;;;;
IN-2014-CP12085130-41935;FUR-BO-3624;19/02/2022;CP-12085130;3,00;214.3128;267.891;;;;
IN-2013-BF1127592-41633;TEC-CO-4593;16/10/2024;BF-1127592;7,00;91.2456;114.057;;;;
ID-2012-TT2107059-41263;OFF-ST-5700;07/11/2024;TT-2107059;10,00;93.1128;116.391;;;;
CA-2013-AG10495140-41433;OFF-AR-5324;20/03/2021;AG-104951408;1,00;2.224;2.78;;;;
IT-2012-DL1333091-41145;OFF-AR-5932;11/05/2024;DL-1333091;2,00;14.9568;18.696;;;;
ID-2012-CM12385102-40954;TEC-PH-5353;16/09/2022;CM-12385102;9,00;32.76;40.95;;;;
IZ-2014-CK232561-41996;TEC-CO-4792;29/06/2020;CK-232561;9,00;115.2672;144.084;;;;
ID-2014-TT2122088-41999;FUR-CH-4656;09/10/2021;TT-2122088;1,00;147.0048;183.756;;;;
MX-2014-JF1529536-41930;FUR-BO-5951;23/05/2021;JF-1529536;1,00;226.7148;283.3935;;;;
IT-2015-BP11095124-42363;FUR-BO-3630;07/12/2020;BP-11095124;10,00;26.7392;33.424;;;;
IN-2015-RB1957058-42206;OFF-ST-4080;07/09/2020;RB-1957058;9,00;42.2272;52.784;;;;
ID-2015-MC181007-42252;TEC-MA-5572;18/06/2022;MC-181007;4,00;63.2736;79.092;;;;
IN-2013-DP1316558-41623;TEC-CO-5999;10/01/2020;DP-1316558;5,00;70.524;88.155;;;;
IN-2013-RO1978058-41296;OFF-AP-4960;31/05/2020;RO-1978058;8,00;210.948;263.685;;;;
MX-2014-JG1511539-41865;FUR-CH-4564;26/09/2022;JG-1511539;5,00;43.7688;54.711;;;;
IN-2015-DW1319527-42321;FUR-TA-3343;22/05/2022;DW-1319527;1,00;484.944;606.18;;;;
ID-2014-JH1543059-41996;FUR-TA-5074;29/11/2024;JH-1543059;1,00;373.944;467.43;;;;
MX-2012-JG1511582-41196;TEC-CO-4775;06/07/2020;JG-1511582;4,00;71.5536;89.442;;;;
ES-2015-DB13210139-42164;FUR-BO-3624;09/07/2023;DB-13210139;4,00;214.3128;267.891;;;;
CA-2013-AG10495140-41570;OFF-BI-3302;20/04/2020;AG-104951404;2,00;2.8736;3.592;;;;
MX-2012-JL1583531-41065;OFF-ST-6049;03/04/2024;JL-1583531;2,00;63.1968;78.996;;;;
IZ-2013-DV346561-41431;TEC-CO-3708;13/04/2021;DV-346561;6,00;151.32;189.15;;;;
SA-2015-MY7380110-42047;FUR-BO-5787;27/10/2024;MY-7380110;10,00;166.8864;208.608;;;;
CA-2014-AR10510140-42000;TEC-AC-3373;17/03/2020;AR-105101406;10,00;19.1936;23.992;;;;
BO-2015-PB915013-42172;TEC-PH-3805;02/09/2022;PB-915013;1,00;208.4736;260.592;;;;
CA-2013-AR10510140-41517;OFF-PA-6590;26/05/2022;AR-105101404;4,00;5.184;6.48;;;;
IN-2014-AG103907-41969;TEC-CO-3599;13/07/2022;AG-103907;3,00;63.303744;79.12968;;;;
CA-2012-AR10510140-41030;OFF-AP-3364;15/05/2024;AR-105101406;7,00;1.7424;2.178;;;;
US-2012-AR10510140-41051;TEC-PH-5257;23/01/2020;AR-105101406;4,00;29.4336;36.792;;;;
IN-2012-EP1391527-41186;FUR-CH-5808;08/07/2022;EP-1391527;3,00;102.114;127.6425;;;;
ES-2012-DP1316545-41159;OFF-AP-4731;25/12/2020;DP-1316545;5,00;98.7648;123.456;;;;
IN-2014-AA106457-41815;FUR-BO-3904;13/06/2024;AA-106457;4,00;77.312;96.64;;;;
IT-2012-DK1337591-41268;FUR-CH-5380;04/02/2023;DK-1337591;6,00;196.352;245.44;;;;
IN-2015-MC1784527-42249;TEC-PH-5267;28/02/2020;MC-1784527;3,00;437.0904;546.363;;;;
CA-2015-AR10510140-42355;OFF-BI-5584;20/09/2020;AR-105101402;2,00;0.5184;0.648;;;;
US-2012-AR10510140-41051;OFF-AR-5294;26/01/2024;AR-105101406;8,00;2.352;2.94;;;;
IN-2014-LT1676558-41954;FUR-CH-5793;25/12/2021;LT-1676558;4,00;43.968;54.96;;;;
US-2013-BP1118536-41451;TEC-CO-4769;10/09/2020;BP-1118536;7,00;55.599648;69.49956;;;;
IN-2013-HH1501058-41576;TEC-AC-4166;09/02/2023;HH-1501058;7,00;36.672;45.84;;;;
IN-2012-BD1163592-41222;TEC-PH-3797;29/10/2024;BD-1163592;6,00;19.62;24.525;;;;
US-2012-AR10510140-41051;OFF-BI-3119;17/05/2020;AR-105101406;9,00;3.5008;4.376;;;;
MX-2012-LP1709528-41002;TEC-CO-3695;09/11/2020;LP-1709528;1,00;46.816224;58.52028;;;;
ES-2014-ZC2191064-41828;TEC-CO-3688;30/04/2022;ZC-2191064;1,00;88.6452;110.8065;;;;
CA-2012-AG10525140-41153;TEC-MA-4213;25/01/2021;AG-105251402;7,00;74.628;93.285;;;;
ES-2015-KW16570139-42059;FUR-CH-5450;08/11/2020;KW-16570139;5,00;20.096;25.12;;;;
ID-2015-JG15310130-42133;FUR-BO-3648;26/11/2024;JG-15310130;8,00;52.4672;65.584;;;;
ID-2014-CM11830144-41766;TEC-CO-3709;08/03/2023;CM-11830144;9,00;120.5952;150.744;;;;
IN-2013-JF151907-41409;FUR-BO-5966;05/04/2021;JF-151907;6,00;206.448;258.06;;;;
IN-2014-BF1100527-41913;FUR-BO-5950;30/12/2024;BF-1100527;4,00;93.2992;116.624;;;;
MX-2013-LT1676539-41532;FUR-CH-5441;26/04/2021;LT-1676539;10,00;112.7808;140.976;;;;
EG-2013-JB604538-41580;TEC-MA-5549;11/07/2021;JB-604538;2,00;99.8688;124.836;;;;
TU-2012-JF5190134-41121;FUR-CH-5441;24/01/2022;JF-5190134;7,00;112.7808;140.976;;;;
IN-2014-AB106007-41725;OFF-AP-3574;16/12/2024;AB-106007;8,00;124.5024;155.628;;;;
ES-2015-AS1004545-42346;TEC-AC-3402;02/03/2020;AS-1004545;8,00;82.8;103.5;;;;
IN-2014-TR213257-41908;FUR-CH-4654;17/05/2022;TR-213257;6,00;145.5072;181.884;;;;
CA-2013-AG10525140-41524;FUR-TA-3561;30/03/2020;AG-105251406;3,00;256.6272;320.784;;;;
IN-2015-AJ1078058-42245;FUR-BO-5951;19/11/2020;AJ-1078058;6,00;226.7148;283.3935;;;;
MX-2014-CM1223528-41782;FUR-BO-5760;16/08/2024;CM-1223528;8,00;105.0264;131.283;;;;
ES-2015-DV1304545-42221;FUR-CH-4684;24/10/2023;DV-1304545;10,00;28.3456;35.432;;;;
AO-2012-BS18004-41191;TEC-AC-5226;22/02/2022;BS-18004;8,00;118.2816;147.852;;;;
ES-2015-CS12175139-42235;OFF-AP-4737;30/04/2021;CS-12175139;2,00;379.4472;474.309;;;;
CG-2014-MR754533-41650;FUR-BO-5960;20/08/2020;MR-754533;3,00;94.608;118.26;;;;
ID-2014-JF155657-41899;FUR-BO-5785;14/03/2023;JF-155657;1,00;93.42;116.775;;;;
MX-2012-MD1735082-41202;TEC-CO-3688;21/05/2024;MD-1735082;9,00;88.6452;110.8065;;;;
CA-2014-AA10315140-41702;OFF-FA-2890;13/12/2024;AA-103151402;4,00;2.304;2.88;;;;
CA-2015-AG10330140-42361;FUR-TA-5061;25/01/2020;AG-103301404;10,00;116.832;146.04;;;;
IN-2012-ML180407-40957;TEC-PH-3785;05/02/2021;ML-180407;2,00;58.6752;73.344;;;;
CA-2014-AG10330140-41855;TEC-AC-6077;08/12/2021;AG-103301402;2,00;11.152;13.94;;;;
MX-2015-DM1352582-42334;TEC-PH-5248;01/03/2021;DM-1352582;3,00;41.6304;52.038;;;;
ES-2013-AB10060139-41627;FUR-BO-5949;24/02/2020;AB-10060139;1,00;221.00904;276.2613;;;;
IN-2015-MS1736578-42189;FUR-CH-4557;31/03/2023;MS-1736578;4,00;32.1216;40.152;;;;
IT-2014-RM19375139-41870;OFF-AP-3873;25/03/2020;RM-19375139;7,00;258.3792;322.974;;;;
IN-2014-DO13435144-41730;TEC-PH-5268;05/11/2020;DO-13435144;4,00;154.2456;192.807;;;;
IZ-2015-JL550561-42028;OFF-ST-5693;21/05/2021;JL-550561;9,00;34.0992;42.624;;;;
IN-2014-SP205457-41670;OFF-ST-6261;06/03/2024;SP-205457;3,00;97.992;122.49;;;;
IN-2014-KD1627027-41935;FUR-TA-3772;19/10/2022;KD-1627027;1,00;168.156;210.195;;;;
IT-2012-CM1181545-41016;TEC-MA-5572;08/03/2023;CM-1181545;9,00;63.2736;79.092;;;;
MX-2014-RO1978016-41807;TEC-AC-5866;31/08/2021;RO-1978016;4,00;17.7024;22.128;;;;
IN-2014-CR1262558-41939;FUR-BO-5787;18/02/2023;CR-1262558;6,00;166.8864;208.608;;;;
UP-2012-SF10065137-41157;OFF-ST-5710;26/12/2024;SF-10065137;10,00;24.864;31.08;;;;
CA-2014-AG10330140-41855;OFF-EN-6325;14/02/2023;AG-103301402;1,00;21.744;27.18;;;;
CA-2015-AG10330140-42361;OFF-PA-6436;04/12/2022;AG-103301404;2,00;12.1408;15.176;;;;
ES-2015-LF17185139-42320;TEC-PH-3148;04/12/2024;LF-17185139;2,00;152.6904;190.863;;;;
CA-2015-AG10330140-42349;TEC-PH-4897;12/04/2022;AG-103301404;9,00;23.96;29.95;;;;
TZ-2015-TT11220129-42252;OFF-AP-4960;13/06/2021;TT-11220129;4,00;210.948;263.685;;;;
MX-2014-LH1702093-41994;OFF-AP-4742;09/10/2021;LH-1702093;7,00;181.728;227.16;;;;
MX-2012-AH1019539-40925;TEC-CO-4574;27/10/2022;AH-1019539;8,00;46.2888;57.861;;;;
IN-2014-BN1147027-41896;TEC-CO-4775;11/02/2024;BN-1147027;10,00;71.5536;89.442;;;;
SA-2015-KH6630110-42043;TEC-CO-3708;18/02/2020;KH-6630110;1,00;151.32;189.15;;;;
ID-2015-AA1064559-42332;TEC-CO-5996;23/06/2023;AA-1064559;7,00;53.77216;67.2152;;;;
ES-2012-JL1513045-41146;FUR-CH-5379;19/09/2021;JL-1513045;1,00;219.816;274.77;;;;
US-2015-MZ1733582-42147;FUR-BO-5770;16/09/2020;MZ-1733582;6,00;78.4212;98.0265;;;;
ZA-2013-KM6375146-41478;TEC-CO-5998;05/01/2023;KM-6375146;6,00;141.7392;177.174;;;;
IN-2012-MV17485113-41213;TEC-AC-5225;06/05/2020;MV-17485113;6,00;105.6896;132.112;;;;
IN-2014-AF108857-41684;TEC-PH-5846;01/08/2021;AF-108857;7,00;49.296;61.62;;;;
CA-2015-AG10330140-42357;OFF-AR-5287;26/06/2024;AG-103301408;2,00;1.408;1.76;;;;
IN-2014-KT16465113-41958;TEC-CO-4766;17/05/2023;KT-16465113;6,00;175.4568;219.321;;;;
ES-2014-EM1382545-41684;TEC-PH-3148;21/11/2021;EM-1382545;10,00;152.6904;190.863;;;;
IN-2015-ME1732027-42340;TEC-MA-6137;12/11/2021;ME-1732027;4,00;51.408;64.26;;;;
ES-2013-JM1586545-41312;TEC-PH-3787;19/12/2024;JM-1586545;6,00;87.3936;109.242;;;;
MX-2013-MM1792082-41388;FUR-CH-4563;15/08/2023;MM-1792082;7,00;108.072;135.09;;;;
CA-2015-AG10330140-42361;OFF-PA-6485;02/05/2020;AG-103301404;9,00;5.184;6.48;;;;
US-2014-JR1567054-41807;FUR-BO-5788;28/03/2023;JR-1567054;5,00;202.6908;253.3635;;;;
ES-2012-EH1418548-41135;FUR-CH-4702;03/06/2020;EH-1418548;4,00;38.6928;48.366;;;;
ES-2014-MS17365139-41971;FUR-CH-5406;14/11/2020;MS-17365139;4,00;18.0736;22.592;;;;
RO-2014-KW6570107-41800;FUR-BO-4850;20/11/2024;KW-6570107;2,00;132.192;165.24;;;;
IZ-2015-DB306061-42089;OFF-ST-5703;04/12/2024;DB-306061;3,00;67.4208;84.276;;;;
IN-2015-EM1414011-42021;TEC-CO-6011;22/11/2023;EM-1414011;10,00;184.1424;230.178;;;;
CA-2015-AG10330140-42349;OFF-PA-6589;31/07/2023;AG-103301404;1,00;4.1472;5.184;;;;
IN-2013-EH141857-41425;FUR-CH-4531;27/02/2020;EH-141857;3,00;113.6664;142.083;;;;
IN-2013-MW182357-41627;TEC-PH-3148;12/02/2022;MW-182357;7,00;152.6904;190.863;;;;
ES-2014-DL1349545-41948;FUR-CH-5441;26/01/2022;DL-1349545;7,00;112.7808;140.976;;;;
ES-2015-FA1423048-42115;TEC-PH-3806;12/04/2024;FA-1423048;6,00;208.8576;261.072;;;;
ES-2013-JF1556548-41306;TEC-AC-5895;21/10/2024;JF-1556548;2,00;101.664;127.08;;;;
IN-2015-KE1642066-42174;FUR-CH-5411;12/05/2021;KE-1642066;5,00;53.424;66.78;;;;
CA-2015-AG10330140-42361;OFF-BI-3732;31/07/2023;AG-103301404;1,00;1.5192;1.899;;;;
ES-2014-KW16435139-41641;FUR-BO-5961;30/09/2020;KW-16435139;2,00;62.6976;78.372;;;;
KE-2015-LO717069-42365;TEC-PH-3806;05/08/2024;LO-717069;9,00;208.8576;261.072;;;;
MX-2015-GM1444037-42265;TEC-CO-3588;31/07/2023;GM-1444037;2,00;55.675424;69.59428;;;;
IT-2012-DL1331591-41137;FUR-BO-3891;07/04/2021;DL-1331591;8,00;131.8752;164.844;;;;
MX-2013-AP1072018-41482;FUR-CH-4654;02/02/2022;AP-1072018;1,00;145.5072;181.884;;;;
RS-2015-KB6315108-42033;OFF-ST-4106;07/07/2021;KB-6315108;9,00;11.628;14.535;;;;
ES-2015-KB1640545-42122;TEC-CO-4767;10/02/2022;KB-1640545;10,00;77.8656;97.332;;;;
US-2012-AR10345140-41272;FUR-TA-4622;20/02/2023;AR-103451406;10,00;116.392;145.49;;;;
IN-2015-JM1526511-42289;TEC-PH-3148;21/02/2024;JM-1526511;10,00;152.6904;190.863;;;;
IN-2012-BS117557-41109;FUR-BO-3641;01/05/2023;BS-117557;7,00;263.2824;329.103;;;;
ES-2014-EL13735139-41987;TEC-AC-3385;10/05/2020;EL-13735139;7,00;43.568;54.46;;;;
MX-2014-DV1304582-41866;FUR-BO-4849;06/03/2022;DV-1304582;3,00;265.1328;331.416;;;;
US-2012-AR10345140-41272;TEC-PH-3827;31/08/2021;AR-103451406;8,00;44.7936;55.992;;;;
ES-2012-JF1556564-41075;OFF-AP-4500;22/01/2024;JF-1556564;7,00;202.068;252.585;;;;
ES-2014-JK1609064-41800;TEC-CO-3687;03/04/2021;JK-1609064;2,00;76.3272;95.409;;;;
IN-2013-MY1738092-41583;TEC-CO-3601;05/03/2024;MY-1738092;10,00;46.4048;58.006;;;;
CA-2013-AR10345140-41527;FUR-CH-4399;06/02/2023;AR-103451402;9,00;185.0256;231.282;;;;
CA-2015-AR10345140-42256;TEC-AC-5198;11/01/2021;AR-103451402;9,00;14.2;17.75;;;;
IN-2014-RB194657-41898;OFF-AP-4725;01/09/2020;RB-194657;2,00;45.5124;56.8905;;;;
IN-2015-CA1231011-42172;TEC-MA-5016;21/08/2023;CA-1231011;3,00;63.9;79.875;;;;
MX-2014-ML1741082-41959;OFF-ST-5702;04/11/2022;ML-1741082;8,00;67.728;84.66;;;;
CA-2015-AR10345140-42258;OFF-AR-4010;04/01/2020;AR-103451406;3,00;4.7616;5.952;;;;
US-2013-AM10360140-41356;TEC-AC-5109;15/06/2020;AM-103601404;7,00;51.1936;63.992;;;;
ES-2013-HF1499545-41517;TEC-CO-3599;06/09/2024;HF-1499545;8,00;63.303744;79.12968;;;;
ID-2015-MP17965144-42008;FUR-CH-5379;13/01/2021;MP-17965144;4,00;219.816;274.77;;;;
IN-2013-CS1217558-41374;FUR-CH-5373;09/07/2022;CS-1217558;6,00;18.7488;23.436;;;;
ES-2013-JJ1544514-41600;FUR-CH-4701;20/05/2020;JJ-1544514;4,00;39.8736;49.842;;;;
MX-2015-JF1556518-42368;FUR-BO-5786;03/11/2024;JF-1556518;10,00;209.232;261.54;;;;
IN-2014-FW1439559-41836;OFF-AP-4966;12/08/2023;FW-1439559;2,00;182.688;228.36;;;;
US-2013-AM10360140-41356;OFF-PA-6307;18/12/2021;AM-103601404;10,00;11.2128;14.016;;;;
ID-2013-DL133307-41626;FUR-BO-4853;05/02/2022;DL-133307;5,00;100.464;125.58;;;;
ES-2015-MF1825045-42249;FUR-BO-5785;05/04/2024;MF-1825045;8,00;93.42;116.775;;;;
CA-2015-AM10360140-42153;FUR-BO-3652;10/09/2020;AM-103601406;1,00;39.4264;49.283;;;;
ES-2015-RA1991564-42245;FUR-BO-3635;27/07/2022;RA-1991564;1,00;74.1504;92.688;;;;
ID-2012-RF1934527-41062;FUR-BO-5941;19/06/2020;RF-1934527;2,00;72.192;90.24;;;;
CA-2015-AM10360140-42341;OFF-AP-4242;19/07/2020;AM-103601404;9,00;16.9536;21.192;;;;
GH-2015-TT1107049-42332;TEC-AC-4186;21/06/2023;TT-1107049;2,00;54.6432;68.304;;;;
CG-2014-MG768033-41681;TEC-CO-3597;08/12/2021;MG-768033;6,00;235.65456;294.5682;;;;
CA-2012-AM10360140-41187;OFF-BI-4376;13/04/2021;AM-103601402;5,00;1.2288;1.536;;;;
CA-2015-AM10360140-42341;OFF-BI-5939;11/01/2020;AM-103601404;7,00;10.4184;13.023;;;;
CA-2014-AM10360140-41837;OFF-ST-5595;19/07/2023;AM-103601402;7,00;12.408;15.51;;;;
IN-2014-JE1571527-41640;FUR-BO-5959;23/02/2023;JE-1571527;1,00;93.1392;116.424;;;;
ID-2015-SG2089059-42217;TEC-PH-3807;09/03/2021;SG-2089059;10,00;157.0176;196.272;;;;
ES-2012-CA12265139-41178;TEC-CO-3609;28/09/2023;CA-12265139;9,00;151.38;189.225;;;;
CA-2015-AM10360140-42153;OFF-PA-4782;23/03/2021;AM-103601406;4,00;4.624;5.78;;;;
ES-2012-MG1787514-41243;TEC-AC-3403;13/05/2023;MG-1787514;7,00;102.624;128.28;;;;
IN-2015-CD1192059-42326;TEC-CO-4590;11/07/2021;CD-1192059;2,00;122.1216;152.652;;;;
IN-2012-ES1408027-40941;FUR-BO-5798;22/06/2020;ES-1408027;2,00;36.36;45.45;;;;
MX-2012-LP1709528-41002;FUR-CH-4682;12/08/2020;LP-1709528;6,00;74.86296;93.5787;;;;
ID-2014-FC143357-41817;TEC-MA-5512;19/05/2021;FC-143357;6,00;64.0584;80.073;;;;
IN-2012-LR1703558-41195;TEC-MA-5548;26/01/2022;LR-1703558;1,00;165.6;207;;;;
IN-2013-SW2024558-41425;TEC-PH-5827;23/01/2024;SW-2024558;9,00;17.568;21.96;;;;
IN-2012-DG1330027-41133;FUR-TA-3418;23/12/2024;DG-1330027;6,00;158.7168;198.396;;;;
MX-2015-MA1756037-42266;TEC-CO-4766;04/02/2021;MA-1756037;2,00;175.4568;219.321;;;;
ID-2012-TS21160102-41207;FUR-CH-5442;19/06/2020;TS-21160102;1,00;272.97912;341.2239;;;;
IN-2014-BF1100527-41913;FUR-CH-5795;29/11/2024;BF-1100527;9,00;86.3424;107.928;;;;
IN-2013-JM1558027-41475;TEC-PH-5350;31/10/2020;JM-1558027;10,00;44.592;55.74;;;;
UP-2014-MD7860137-41810;FUR-CH-4530;25/05/2023;MD-7860137;4,00;113.0832;141.354;;;;
IN-2015-DV1304558-42329;OFF-ST-6263;31/05/2020;DV-1304558;8,00;49.0032;61.254;;;;
SA-2015-RE9450110-42168;TEC-PH-5267;19/02/2024;RE-9450110;5,00;437.0904;546.363;;;;
CA-2015-AM10360140-42341;OFF-PA-6415;26/07/2021;AM-103601404;5,00;3.4752;4.344;;;;
IN-2015-ME1732027-42364;TEC-MA-5007;18/04/2023;ME-1732027;1,00;206.23176;257.7897;;;;
CA-2014-AM10360140-41837;OFF-PA-6082;13/02/2022;AM-103601402;6,00;6.672;8.34;;;;
ES-2015-JB15400139-42116;FUR-BO-3635;07/11/2022;JB-15400139;8,00;74.1504;92.688;;;;
ES-2014-JC1534045-41803;OFF-AP-4501;11/05/2023;JC-1534045;4,00;159.8592;199.824;;;;
IT-2012-EM1396062-41265;TEC-AC-5894;22/03/2022;EM-1396062;2,00;61.524;76.905;;;;
IN-2012-MH1778559-41221;OFF-ST-6261;06/01/2021;MH-1778559;1,00;97.992;122.49;;;;
IN-2015-RF1984058-42273;FUR-CH-5413;01/07/2023;RF-1984058;6,00;70.1696;87.712;;;;
ES-2015-CV12805139-42251;TEC-PH-5340;13/06/2023;CV-12805139;2,00;49.4016;61.752;;;;
US-2013-AR1034518-41601;FUR-BO-5786;23/02/2021;AR-1034518;8,00;209.232;261.54;;;;
MX-2012-RD1993051-41237;FUR-BO-5761;20/06/2023;RD-1993051;4,00;222.09768;277.6221;;;;
CA-2015-AM10360140-42341;OFF-FA-6129;04/02/2020;AM-103601404;10,00;16.8832;21.104;;;;
IT-2015-KC16675139-42263;OFF-ST-4079;05/09/2023;KC-16675139;7,00;47.6136;59.517;;;;
IN-2014-PG1882027-41649;TEC-CO-5995;28/08/2022;PG-1882027;7,00;53.19808;66.4976;;;;
IN-2015-HD1478527-42240;TEC-CO-4568;19/12/2022;HD-1478527;4,00;83.519072;104.39884;;;;
IT-2014-VD21670139-41999;OFF-ST-5693;20/07/2022;VD-21670139;7,00;34.0992;42.624;;;;
IN-2014-VW2177527-41836;TEC-PH-5844;25/12/2020;VW-2177527;8,00;39.8496;49.812;;;;
MX-2013-DO1364512-41461;TEC-CO-3684;06/07/2024;DO-1364512;4,00;98.5608;123.201;;;;
